TeamID,Team,GP,W,L,WIN%,MIN,EOFFRTG,OFFRTG,EDEFRTG,DEFRTG,ENETRTG,NETRTG,Season
1610612757,Portland Trail Blazers,16,9,7,0.563,773.0,114.6,116.4,114.9,116.8,-0.3,-0.3,2019-20
1610612758,Sacramento Kings,15,6,9,0.4,730.0,110.1,112.1,112.1,115.2,-2.0,-3.1,2019-20
1610612759,San Antonio Spurs,17,7,10,0.412,816.0,111.0,112.8,113.1,114.7,-2.1,-1.9,2019-20
1610612761,Toronto Raptors,17,15,2,0.882,816.0,114.7,116.4,104.7,107.7,9.9,8.6,2019-20
1610612762,Utah Jazz,16,10,6,0.625,773.0,114.8,117.3,110.5,111.8,4.3,5.5,2019-20
1610612764,Washington Wizards,15,7,8,0.467,725.0,111.8,112.8,113.3,115.3,-1.5,-2.6,2019-20
1610612737,Atlanta Hawks,16,6,10,0.375,768.0,113.5,115.2,115.8,117.4,-2.2,-2.2,2020-21
1610612738,Boston Celtics,17,8,9,0.471,821.0,111.7,113.6,113.1,115.1,-1.4,-1.4,2020-21
1610612751,Brooklyn Nets,14,10,4,0.714,677.0,119.3,120.0,112.2,114.7,7.1,5.3,2020-21
1610612766,Charlotte Hornets,14,7,7,0.5,672.0,112.5,114.4,113.6,114.8,-1.0,-0.4,2020-21
1610612741,Chicago Bulls,15,8,7,0.533,730.0,112.5,113.5,109.2,111.2,3.3,2.3,2020-21
1610612739,Cleveland Cavaliers,15,4,11,0.267,725.0,103.6,106.2,116.7,118.6,-13.0,-12.4,2020-21
1610612742,Dallas Mavericks,13,10,3,0.769,624.0,116.2,117.8,113.3,115.4,3.0,2.4,2020-21
1610612743,Denver Nuggets,16,9,7,0.563,768.0,115.1,117.4,110.0,111.5,5.1,5.9,2020-21
1610612765,Detroit Pistons,15,5,10,0.333,730.0,107.9,109.8,110.5,112.8,-2.7,-3.0,2020-21
1610612744,Golden State Warriors,16,8,8,0.5,773.0,109.2,110.6,106.4,108.4,2.8,2.2,2020-21
1610612745,Houston Rockets,15,1,14,0.067,720.0,98.6,100.4,113.2,115.1,-14.6,-14.7,2020-21
1610612754,Indiana Pacers,14,4,10,0.286,682.0,106.6,108.5,110.0,112.4,-3.3,-3.9,2020-21
1610612746,LA Clippers,16,8,8,0.5,768.0,116.2,116.8,111.9,114.1,4.3,2.6,2020-21
1610612747,Los Angeles Lakers,15,8,7,0.533,745.0,107.3,109.5,105.5,108.1,1.9,1.4,2020-21
1610612763,Memphis Grizzlies,16,7,9,0.438,768.0,110.2,111.8,109.8,111.3,0.4,0.4,2020-21
1610612748,Miami Heat,16,11,5,0.688,773.0,108.1,110.1,104.5,106.7,3.5,3.4,2020-21
1610612749,Milwaukee Bucks,16,10,6,0.625,768.0,113.2,115.1,109.2,110.9,4.1,4.2,2020-21
1610612750,Minnesota Timberwolves,16,2,14,0.125,778.0,103.1,106.5,112.6,114.7,-9.4,-8.1,2020-21
1610612740,New Orleans Pelicans,17,8,9,0.471,821.0,120.8,122.4,118.2,120.5,2.6,1.9,2020-21
1610612752,New York Knicks,15,10,5,0.667,720.0,109.8,112.0,105.8,108.1,3.9,3.9,2020-21
1610612760,Oklahoma City Thunder,17,7,10,0.412,826.0,101.2,103.2,104.7,106.0,-3.5,-2.8,2020-21
1610612753,Orlando Magic,14,5,9,0.357,672.0,105.6,106.9,112.0,113.0,-6.5,-6.1,2020-21
1610612755,Philadelphia 76ers,15,9,6,0.6,730.0,112.1,112.9,108.6,111.1,3.5,1.8,2020-21
1610612756,Phoenix Suns,16,13,3,0.813,768.0,118.6,120.5,108.7,109.3,9.9,11.2,2020-21
1610612757,Portland Trail Blazers,15,10,5,0.667,720.0,114.3,117.0,113.1,115.4,1.2,1.6,2020-21
1610612758,Sacramento Kings,16,5,11,0.313,768.0,113.2,115.7,119.4,121.1,-6.3,-5.4,2020-21
1610612759,San Antonio Spurs,11,7,4,0.636,533.0,107.5,110.5,106.2,107.8,1.3,2.7,2020-21
1610612761,Toronto Raptors,15,8,7,0.533,720.0,113.7,115.9,112.5,114.8,1.2,1.2,2020-21
1610612762,Utah Jazz,15,11,4,0.733,725.0,117.7,119.2,107.8,109.0,9.8,10.1,2020-21
1610612764,Washington Wizards,17,10,7,0.588,821.0,105.9,107.8,108.9,110.6,-3.0,-2.8,2020-21
1610612737,Atlanta Hawks,16,11,5,0.688,768.0,116.3,117.5,110.2,112.1,6.1,5.4,2021-22
1610612738,Boston Celtics,16,12,4,0.75,768.0,112.8,114.7,96.4,98.2,16.4,16.4,2021-22
1610612751,Brooklyn Nets,17,4,13,0.235,816.0,108.2,111.0,115.3,117.3,-7.1,-6.3,2021-22
1610612766,Charlotte Hornets,17,6,11,0.353,831.0,106.8,108.5,108.1,110.2,-1.3,-1.7,2021-22
1610612741,Chicago Bulls,18,11,7,0.611,869.0,114.8,115.8,112.6,114.9,2.2,0.9,2021-22
1610612739,Cleveland Cavaliers,14,9,5,0.643,672.0,108.5,109.3,105.8,108.5,2.7,0.8,2021-22
1610612742,Dallas Mavericks,16,11,5,0.688,773.0,112.6,114.4,106.6,108.9,6.0,5.5,2021-22
1610612743,Denver Nuggets,17,11,6,0.647,821.0,114.2,116.9,112.8,113.1,1.3,3.7,2021-22
1610612765,Detroit Pistons,17,3,14,0.176,816.0,104.4,106.7,116.1,118.3,-11.7,-11.6,2021-22
1610612744,Golden State Warriors,17,11,6,0.647,821.0,111.4,112.8,107.2,110.4,4.2,2.3,2021-22
1610612745,Houston Rockets,14,3,11,0.214,672.0,105.5,109.4,120.1,121.6,-14.5,-12.3,2021-22
1610612754,Indiana Pacers,17,5,12,0.294,826.0,109.7,113.0,118.3,119.9,-8.6,-6.8,2021-22
1610612746,LA Clippers,17,9,8,0.529,821.0,111.8,113.6,112.1,113.6,-0.3,0.0,2021-22
1610612747,Los Angeles Lakers,15,6,9,0.4,725.0,107.5,110.1,108.8,110.8,-1.3,-0.7,2021-22
1610612763,Memphis Grizzlies,15,11,4,0.733,725.0,114.6,117.6,107.8,110.1,6.7,7.5,2021-22
1610612748,Miami Heat,16,11,5,0.688,793.0,109.4,111.2,105.0,106.7,4.4,4.6,2021-22
1610612749,Milwaukee Bucks,15,9,6,0.6,720.0,115.5,116.5,114.0,115.2,1.6,1.3,2021-22
1610612750,Minnesota Timberwolves,17,11,6,0.647,821.0,114.9,118.0,113.2,114.2,1.8,3.8,2021-22
1610612740,New Orleans Pelicans,16,7,9,0.438,768.0,109.9,111.8,109.3,111.7,0.6,0.2,2021-22
1610612752,New York Knicks,16,3,13,0.188,778.0,106.1,107.4,109.7,113.2,-3.6,-5.8,2021-22
1610612760,Oklahoma City Thunder,16,4,12,0.25,783.0,100.6,101.6,105.7,107.2,-5.0,-5.6,2021-22
1610612753,Orlando Magic,16,5,11,0.313,768.0,104.1,105.5,111.3,112.8,-7.3,-7.3,2021-22
1610612755,Philadelphia 76ers,16,10,6,0.625,773.0,109.7,111.6,109.4,111.3,0.3,0.3,2021-22
1610612756,Phoenix Suns,17,16,1,0.941,816.0,117.5,119.0,105.9,108.8,11.6,10.2,2021-22
1610612757,Portland Trail Blazers,17,8,9,0.471,816.0,106.8,107.6,108.7,110.8,-1.9,-3.3,2021-22
1610612758,Sacramento Kings,15,4,11,0.267,720.0,108.1,110.3,117.1,118.6,-9.0,-8.3,2021-22
1610612759,San Antonio Spurs,16,7,9,0.438,768.0,113.3,115.6,111.1,113.3,2.2,2.3,2021-22
1610612761,Toronto Raptors,17,11,6,0.647,836.0,111.4,113.7,108.6,110.2,2.8,3.5,2021-22
1610612762,Utah Jazz,16,8,8,0.5,768.0,112.4,114.7,107.2,109.8,5.2,4.9,2021-22
1610612764,Washington Wizards,15,5,10,0.333,720.0,106.6,109.2,112.1,114.0,-5.5,-4.8,2021-22
